VAlat,VAlong,timestamp
-8.701052202793297e-15,1.2064130056274845e-14,1086760800
9.08063073858284e-15,1.2251149491769938e-14,1089439200
1.7137420833368678e-15,3.160520324407562e-15,1092117600
2.1323657201743035e-15,7.42459376494895e-15,1094796000
6.206097290370939e-15,8.17839099126788e-16,1097474400
1.864579080219451e-15,9.026752943562046e-15,1100152800
-1.7074379847094542e-14,-7.49566071884412e-14,1102831200
-3.327791414505478e-15,-1.2350265791742971e-14,1105509600
2.574345062419264e-16,1.4451643629660247e-15,1108188000
-3.574869266530816e-14,-5.6008051330326186e-14,1110866400
-1.1131577680068715e-14,-1.41560283320068e-14,1113544800
-6.259450079804972e-15,2.9951493849988016e-15,1116223200
1.4078084286639228e-15,1.1351955735407436e-16,1118901600
-6.504566600371207e-15,-7.39800580101416e-15,1121580000
7.044731216091604e-16,3.1882849429434378e-15,1124258400
-3.5202563710911118e-15,6.8016266937980425e-15,1126936800
4.689242051008927e-15,-9.822221130072834e-15,1129615200
7.232322696031794e-15,6.795102287244966e-15,1132293600
-2.690636367539945e-15,-3.1470643332372737e-15,1134972000
-1.1083211963056837e-14,1.4786529614658127e-14,1137650400
4.088074004018196e-15,-6.207308096776514e-15,1140328800
-2.669620011365098e-15,7.817615556066797e-15,1143007200
-6.201823935683953e-16,-4.99873652354401e-15,1145685600
-2.9114652886442936e-15,-1.0687611557882218e-15,1148364000
9.6019802285919e-16,1.4396772115190057e-14,1151042400
-2.564085296555028e-15,-4.75039072132853e-15,1153720800
3.825288891859185e-15,1.537340703427012e-14,1156399200
4.0964013788868185e-15,-7.548395065076702e-15,1159077600
4.7719205897931594e-15,4.928410699912346e-15,1161756000
-1.1103242818713983e-14,8.360794593492318e-15,1164434400
3.15080573403898e-15,8.282579851958544e-15,1167112800
3.3714933912647023e-15,3.624843467556786e-15,1169791200
3.9909927598448264e-15,1.290037644809779e-15,1172469600
-6.720574561159073e-15,4.684499858268012e-15,1175148000
1.196903866590834e-15,1.3022700417368685e-15,1177826400
-6.602448267554093e-15,1.0712913211006696e-14,1180504800
-7.179788313557833e-16,-5.7183537933732525e-15,1183183200
-2.1836957838192683e-16,7.098447116372239e-15,1185861600
-1.3350667214860216e-14,-1.3781420533648345e-14,1188540000
4.8859588019969884e-15,1.6129150857819883e-14,1191218400
1.61358815557927e-15,8.106693647720099e-15,1193896800
-3.7016787865792625e-15,5.859623806595797e-15,1196575200
8.612592144973424e-16,2.67304823312863e-15,1199253600
6.568624583829882e-16,-1.282641984591635e-14,1201932000
-4.76327009187752e-15,1.1312812893681596e-14,1204610400
3.692657968293034e-15,2.1351238712093076e-15,1207288800
1.121654344298327e-15,-6.266480841726826e-15,1209967200
-5.370637141361287e-15,2.4550565693125354e-14,1212645600
-2.2972961839799575e-15,-4.248260373566942e-15,1215324000
6.8925056558528924e-15,-4.5279015245318235e-15,1218002400
8.931230863342946e-16,2.1678896131399933e-15,1220680800
5.6617946390645806e-15,1.6305783658071277e-14,1223359200
1.6165016714638575e-15,1.863169955273352e-15,1226037600
5.281409141651091e-15,-2.7467319880753904e-15,1228716000
1.1557683512879346e-14,1.0579776848101341e-14,1231394400
-1.3109980802556e-14,-1.580823706226438e-15,1234072800
4.046829592687231e-15,1.0662821568278496e-14,1236751200
2.8171014107920034e-15,-8.625207737753275e-16,1239429600
-2.73796902829449e-15,1.3272459143243967e-14,1242108000
-1.6970039168115582e-15,6.831109981955379e-16,1244786400
-2.042533460395885e-15,4.296603352918162e-15,1247464800
3.0138524076509223e-15,-9.201382554096611e-15,1250143200
3.9236185139777884e-15,1.1181965593824457e-14,1252821600
-7.698213978958973e-16,7.559199543205396e-15,1255500000
-9.924892015093674e-16,8.164328292522733e-15,1258178400
-6.2399767047350105e-15,3.3861556958453617e-15,1260856800
1.4756758153015112e-15,1.6179145805230014e-15,1263535200
7.28087866179697e-15,6.28393394468795e-15,1266213600
-6.354684905527578e-15,-1.1854890568923238e-14,1268892000
3.5361131890580264e-16,1.330716334811775e-14,1271570400
-2.9704420818176067e-15,7.169199957962856e-15,1274248800
4.450479304776961e-15,4.9272204778041295e-15,1276927200
-4.947918398906878e-16,5.881627797068104e-15,1279605600
1.1065296273342926e-14,-4.9024693050444494e-15,1282284000
2.825271771576537e-16,1.2654842999713412e-14,1284962400
-2.1637778564603928e-15,6.839377172820534e-15,1287640800
-2.3502543667909283e-15,-1.1242759234204425e-14,1290319200
1.8576646125435055e-15,1.1556503229469065e-14,1292997600
-6.2415925223818086e-15,1.0244317898863805e-14,1295676000
-6.009005151562526e-15,-1.1007166508082737e-14,1298354400
2.844835471216825e-15,9.523350264892072e-15,1301032800
1.1249156032475715e-14,2.8176979058006202e-14,1303711200
7.635463344128817e-15,-4.940833930695658e-15,1306389600
-2.810433219284007e-15,8.871312592100296e-15,1309068000
9.60089597990586e-15,5.1639830922313335e-15,1311746400
-1.1694699871804218e-15,-1.0906660421277779e-14,1314424800
2.3583341064634646e-15,2.5321832845980936e-14,1317103200
2.19644917530133e-14,4.794358049725159e-15,1319781600
-5.41975521733743e-16,1.2853329119271287e-14,1322460000
-5.27170153807957e-15,-1.9106547178253684e-15,1325138400
1.2720987367045707e-14,1.3776128765441173e-14,1327816800
-4.4344893708685715e-15,-1.0159918117536943e-14,1330495200
1.180364573265062e-14,5.5220452366976684e-14,1333173600
5.0619035141236385e-15,9.833275805878154e-15,1335852000
-3.4882148050849704e-15,-1.2061581703349406e-14,1338530400
1.3205999695940073e-14,9.001367979926274e-15,1341208800
-8.382440784406091e-16,1.4890730960572408e-14,1343887200
5.373598118182843e-15,-2.8876719887953832e-16,1346565600
7.239556769614265e-15,2.3489394838821797e-16,1349244000
-6.836017797481939e-15,2.0543414503396192e-14,1351922400
2.0467619664821357e-15,2.5547283823246048e-14,1354600800
-8.427604607092089e-15,1.6477613076543606e-14,1357279200
5.713152833223298e-15,-6.4018190148681724e-15,1359957600
1.7874142150998146e-15,1.3651502537248212e-14,1362636000
4.867805527435161e-15,1.5624249456836402e-14,1365314400
-9.822139209118748e-16,1.6996418693082598e-16,1367992800
6.660800530145725e-15,4.3803337799304446e-15,1370671200
3.027427750108064e-15,9.341959484604933e-15,1373349600
-6.653701955161025e-15,8.33157195000051e-15,1376028000
8.72569505314863e-15,1.4032768777843599e-15,1378706400
-9.056150282408677e-15,1.1123125785207572e-14,1381384800
7.68243140611402e-15,7.154703676274324e-15,1384063200
9.439139503263283e-15,2.4194483485632782e-15,1386741600
-6.239029905781482e-15,-1.177944102999094e-14,1389420000
6.447416462664066e-15,7.37672554596259e-15,1392098400
-7.210648474016575e-15,2.144160395943439e-14,1394776800
1.2532894628867315e-14,-6.800164523356894e-16,1397455200
-1.0257228591274876e-14,1.3727419975463282e-15,1400133600
-1.9687046786293062e-15,1.0759192882564495e-14,1402812000
-7.764578516574096e-15,1.6949041941855086e-15,1405490400
2.8945696970267016e-14,-5.672313742242895e-15,1408168800
-2.8869311262988444e-15,2.00945428104973e-14,1410847200
-2.276281385390291e-16,-3.1329566338727517e-16,1413525600
6.527423360568147e-15,1.0590129881599842e-14,1416204000
9.640546253179119e-15,-1.571043580797865e-14,1418882400
